epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
155,763.631,1.00152,0.77971,1.12482,0.80053,0.80644,0.85335,0.53598,1.2751,0.92547,1.29526,0.002377,0.002377,0.002377
156,768.444,0.9893,0.7705,1.10928,0.71713,0.83816,0.85726,0.5217,1.3026,0.9702,1.31783,0.0023275,0.0023275,0.0023275
157,773.35,0.97795,0.75952,1.11512,0.86711,0.7605,0.87407,0.55251,1.25122,0.88027,1.29648,0.002278,0.002278,0.002278
158,777.352,0.97068,0.77189,1.10143,0.79573,0.84272,0.85812,0.55476,1.21938,0.87898,1.27809,0.0022285,0.0022285,0.0022285
159,781.559,0.97338,0.76432,1.10965,0.80628,0.78099,0.8341,0.52582,1.25991,0.93818,1.30179,0.002179,0.002179,0.002179
160,785.616,0.95868,0.75802,1.10263,0.82766,0.82354,0.86084,0.55688,1.2007,0.87788,1.27474,0.0021295,0.0021295,0.0021295
161,790.344,0.95548,0.75477,1.10022,0.82476,0.80875,0.86204,0.56041,1.2132,0.89286,1.27316,0.00208,0.00208,0.00208
162,794.842,0.98728,0.77291,1.11667,0.80434,0.80924,0.84161,0.54028,1.22487,0.90978,1.28834,0.0020305,0.0020305,0.0020305
163,799.861,0.96145,0.75089,1.09841,0.79813,0.81972,0.85418,0.54837,1.22022,0.89793,1.27901,0.001981,0.001981,0.001981
164,804.577,0.96079,0.74867,1.10166,0.79068,0.80387,0.84272,0.54405,1.22755,0.89709,1.27875,0.0019315,0.0019315,0.0019315
165,809.179,0.94677,0.72988,1.09621,0.80191,0.76769,0.83178,0.53121,1.26177,0.91144,1.29987,0.001882,0.001882,0.001882
166,813.71,0.94822,0.74215,1.10188,0.78265,0.82499,0.83227,0.5473,1.21481,0.9178,1.26828,0.0018325,0.0018325,0.0018325
167,818.175,0.96386,0.74808,1.10594,0.8038,0.78023,0.83611,0.55583,1.20093,0.90741,1.26095,0.001783,0.001783,0.001783
168,822.646,0.9387,0.73432,1.10139,0.77615,0.81822,0.844,0.55169,1.23408,0.90255,1.28873,0.0017335,0.0017335,0.0017335
