epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
76,685.328,0.76454,1.02866,1.25586,0.79388,0.76947,0.79992,0.62174,0.90667,1.12762,1.59586,0.0062875,0.0062875,0.0062875
77,694.241,0.779,1.07289,1.26408,0.76672,0.74875,0.78172,0.61062,0.884,1.18358,1.60374,0.006238,0.006238,0.006238
78,703.205,0.76642,1.05039,1.26252,0.77769,0.73173,0.80697,0.63509,0.85167,1.31159,1.54289,0.0061885,0.0061885,0.0061885
79,712.386,0.75101,1.02488,1.24079,0.80643,0.78662,0.83485,0.66432,0.8507,1.12956,1.57719,0.006139,0.006139,0.006139
80,721.197,0.7526,1.04529,1.24092,0.76166,0.85978,0.85936,0.66924,0.87784,1.14418,1.55687,0.0060895,0.0060895,0.0060895
81,729.844,0.77013,1.05582,1.25925,0.79826,0.79849,0.82898,0.61643,1.02312,1.11799,1.70833,0.00604,0.00604,0.00604
82,738.676,0.74302,1.04286,1.24128,0.7895,0.73699,0.80205,0.59207,1.02495,1.17843,1.72788,0.0059905,0.0059905,0.0059905
83,747.481,0.74727,1.0102,1.24519,0.74379,0.77702,0.79219,0.6404,0.87167,1.15895,1.54656,0.005941,0.005941,0.005941
84,756.697,0.74015,1.02846,1.24157,0.7896,0.83884,0.8517,0.60922,1.08395,1.0979,1.75564,0.0058915,0.0058915,0.0058915
85,765.582,0.74632,1.04672,1.24158,0.80786,0.80844,0.86139,0.71069,0.77241,1.15473,1.49237,0.005842,0.005842,0.005842
86,774.506,0.73754,1.02011,1.23902,0.77277,0.75734,0.78696,0.64155,0.79689,1.19471,1.51367,0.0057925,0.0057925,0.0057925
87,783.57,0.7534,1.04283,1.24911,0.78316,0.80187,0.84095,0.65555,0.89051,1.2002,1.60981,0.005743,0.005743,0.005743
88,792.568,0.73802,1.01995,1.24402,0.73953,0.82906,0.82418,0.68808,0.72515,1.09618,1.48236,0.0056935,0.0056935,0.0056935
89,801.552,0.75023,1.03047,1.25192,0.79395,0.82643,0.85559,0.70172,0.77552,1.14615,1.51035,0.005644,0.005644,0.005644
90,810.514,0.73383,0.99533,1.22949,0.8012,0.81919,0.8556,0.63516,0.98946,1.20389,1.6796,0.0055945,0.0055945,0.0055945
91,819.661,0.72404,0.987,1.22132,0.79049,0.78655,0.84131,0.68141,0.78585,1.04879,1.51464,0.005545,0.005545,0.005545
