epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,300.14,1.66138,1.40744,1.41856,0.55011,0.54127,0.54987,0.27241,1.89052,1.59369,1.8102,0.007129,0.007129,0.007129
60,305.451,1.67778,1.42972,1.43127,0.59824,0.55836,0.592,0.29073,1.86323,1.56978,1.82058,0.0070795,0.0070795,0.0070795
61,310.876,1.69706,1.42704,1.44099,0.51442,0.60109,0.57954,0.27239,1.9257,1.66896,1.82376,0.00703,0.00703,0.00703
62,316.105,1.68298,1.41179,1.42846,0.59177,0.54092,0.55599,0.26089,1.84642,1.63216,1.79156,0.0069805,0.0069805,0.0069805
63,321.345,1.68265,1.41037,1.42901,0.54559,0.59751,0.59083,0.27644,1.82109,1.51235,1.80627,0.006931,0.006931,0.006931
64,326.926,1.65491,1.40458,1.40997,0.57258,0.56043,0.57874,0.29149,1.79362,1.57275,1.75799,0.0068815,0.0068815,0.0068815
65,332.353,1.64963,1.40805,1.43399,0.55583,0.5591,0.56805,0.27576,1.911,1.58849,1.8196,0.006832,0.006832,0.006832
66,337.474,1.66135,1.38596,1.40136,0.58267,0.60835,0.61933,0.29692,1.81712,1.52324,1.78805,0.0067825,0.0067825,0.0067825
67,342.733,1.62409,1.37528,1.39554,0.6184,0.5405,0.60942,0.29372,1.80795,1.53881,1.74393,0.006733,0.006733,0.006733
68,348.127,1.63684,1.37389,1.40288,0.52441,0.53163,0.55235,0.27153,1.92582,1.63755,1.86142,0.0066835,0.0066835,0.0066835
69,353.159,1.62738,1.36827,1.387,0.54104,0.5738,0.56481,0.28759,1.93202,1.65615,1.88358,0.006634,0.006634,0.006634
70,358.41,1.65796,1.4046,1.42928,0.58323,0.54112,0.55066,0.26935,1.88989,1.59395,1.81264,0.0065845,0.0065845,0.0065845
71,363.668,1.63664,1.37963,1.39693,0.54885,0.54856,0.56325,0.26909,1.91554,1.61088,1.86754,0.006535,0.006535,0.006535
72,368.818,1.63881,1.36169,1.39733,0.54102,0.58026,0.58289,0.29028,1.85899,1.61471,1.81656,0.0064855,0.0064855,0.0064855
73,374.103,1.62643,1.3779,1.39819,0.58652,0.55775,0.60228,0.29572,1.86982,1.52511,1.7967,0.006436,0.006436,0.006436
74,379.347,1.60611,1.34329,1.3925,0.51525,0.53355,0.55027,0.28393,1.92166,1.72581,1.8635,0.0063865,0.0063865,0.0063865
75,384.71,1.63837,1.38024,1.39501,0.57168,0.55991,0.58053,0.28936,1.84867,1.55599,1.80386,0.006337,0.006337,0.006337
76,390.201,1.60377,1.34178,1.37312,0.54982,0.57638,0.59077,0.29893,1.86477,1.61536,1.8069,0.0062875,0.0062875,0.0062875
77,395.423,1.61561,1.35337,1.39072,0.60273,0.54991,0.59027,0.301,1.84935,1.56655,1.80108,0.006238,0.006238,0.006238
78,400.603,1.61614,1.35674,1.39398,0.5853,0.56327,0.58656,0.29399,1.87263,1.54747,1.79851,0.0061885,0.0061885,0.0061885
79,405.804,1.579,1.32366,1.35853,0.66275,0.57612,0.62625,0.31738,1.76378,1.50579,1.74612,0.006139,0.006139,0.006139
80,410.993,1.60458,1.33988,1.37151,0.61693,0.54869,0.58026,0.28672,1.92131,1.73368,1.86811,0.0060895,0.0060895,0.0060895
81,416.346,1.59789,1.34447,1.37814,0.63807,0.57211,0.59995,0.29847,1.86657,1.63538,1.84605,0.00604,0.00604,0.00604
82,421.704,1.57644,1.33462,1.36905,0.63631,0.54227,0.59333,0.29983,1.83689,1.52904,1.77675,0.0059905,0.0059905,0.0059905
83,426.892,1.60814,1.31816,1.36409,0.60003,0.54072,0.57929,0.2852,1.92824,1.66865,1.87778,0.005941,0.005941,0.005941
84,432.157,1.57934,1.32106,1.36013,0.6104,0.51517,0.56561,0.2848,1.89794,1.85565,1.86967,0.0058915,0.0058915,0.0058915
85,437.437,1.59206,1.32142,1.36103,0.64767,0.63345,0.67074,0.32649,1.67558,1.46749,1.69076,0.005842,0.005842,0.005842
86,442.75,1.5716,1.33733,1.36727,0.59723,0.5555,0.58759,0.29596,1.90706,1.66114,1.88924,0.0057925,0.0057925,0.0057925
87,448.431,1.56264,1.29934,1.35928,0.67953,0.54147,0.60523,0.30587,1.86814,1.54697,1.83734,0.005743,0.005743,0.005743
88,453.8,1.58185,1.32001,1.36986,0.60082,0.56877,0.5946,0.28526,1.94115,1.60322,1.8646,0.0056935,0.0056935,0.0056935
89,459.043,1.56802,1.31029,1.36017,0.6652,0.56342,0.6223,0.32548,1.77757,1.47106,1.75711,0.005644,0.005644,0.005644
90,464.363,1.5893,1.30339,1.35853,0.60294,0.55261,0.59375,0.30233,1.84214,1.61268,1.82999,0.0055945,0.0055945,0.0055945
91,469.617,1.52045,1.27456,1.32022,0.64224,0.60149,0.61621,0.30485,1.82695,1.48847,1.79193,0.005545,0.005545,0.005545
92,474.887,1.57363,1.30117,1.36235,0.54044,0.58609,0.60029,0.30277,1.89972,1.53097,1.8339,0.0054955,0.0054955,0.0054955
93,480.049,1.54198,1.30007,1.35013,0.58521,0.5354,0.59747,0.30989,1.8873,1.62207,1.87433,0.005446,0.005446,0.005446
94,485.401,1.57682,1.31921,1.35326,0.58543,0.57519,0.61112,0.31386,1.87054,1.57904,1.84653,0.0053965,0.0053965,0.0053965
